CountryCode,Reference area,Measure,Water type,Unit of measure,Year,Value,Observation status,Unit multiplier
FRA,France,Agriculture freshwater abstraction,Total,Cubic metres,2002,4290.588,Normal value,Millions
FRA,France,Agriculture freshwater abstraction,Total,Cubic metres,2001,4767.222,Normal value,Millions
FRA,France,Agriculture freshwater abstraction,Total,Cubic metres,2000,4871.93,Normal value,Millions
FRA,France,Agriculture freshwater abstraction,Total,Cubic metres,1994,4971.0,Normal value,Millions
FRA,France,Agriculture freshwater abstraction,Total,Cubic metres,1993,4949.0,Normal value,Millions
FRA,France,Agriculture freshwater abstraction,Total,Cubic metres,1992,4919.0,Normal value,Millions
FRA,France,Agriculture freshwater abstraction,Total,Cubic metres,1991,4900.0,Normal value,Millions
FRA,France,Agriculture freshwater abstraction,Surface water,Cubic metres,2020,1946.414,Normal value,Millions
FRA,France,Agriculture freshwater abstraction,Surface water,Cubic metres,2019,1888.047,Normal value,Millions
FRA,France,Agriculture freshwater abstraction,Surface water,Cubic metres,2018,1744.043,Normal value,Millions
FRA,France,Agriculture freshwater abstraction,Surface water,Cubic metres,2017,1826.177,Normal value,Millions
FRA,France,Agriculture freshwater abstraction,Surface water,Cubic metres,2016,1935.77,Normal value,Millions
FRA,France,Agriculture freshwater abstraction,Surface water,Cubic metres,2015,1885.518,Normal value,Millions
FRA,France,Agriculture freshwater abstraction,Surface water,Cubic metres,2014,1327.103,Normal value,Millions
FRA,France,Agriculture freshwater abstraction,Surface water,Cubic metres,2013,1745.992,Normal value,Millions
FRA,France,Agriculture freshwater abstraction,Surface water,Cubic metres,2008,1637.769,Time series break,Millions
FRA,France,Total freshwater abstraction,Total,Cubic metres,2020,24919.354,Normal value,Millions
FRA,France,Total freshwater abstraction,Total,Cubic metres,2019,26272.08,Normal value,Millions
FRA,France,Total freshwater abstraction,Total,Cubic metres,2018,26922.467,Normal value,Millions
FRA,France,Total freshwater abstraction,Total,Cubic metres,2017,27010.055,Normal value,Millions
FRA,France,Total freshwater abstraction,Total,Cubic metres,2016,26443.063,Normal value,Millions
FRA,France,Total freshwater abstraction,Total,Cubic metres,2015,28122.412,Normal value,Millions
FRA,France,Total freshwater abstraction,Total,Cubic metres,2014,27075.117,Normal value,Millions
FRA,France,Total freshwater abstraction,Total,Cubic metres,2013,27828.123,Normal value,Millions
FRA,France,Total freshwater abstraction,Total,Cubic metres,2012,30008.301,Normal value,Millions
FRA,France,Total freshwater abstraction,Total,Cubic metres,2011,28316.023,Normal value,Millions
FRA,France,Total freshwater abstraction,Total,Cubic metres,2010,28338.848,Normal value,Millions
FRA,France,Total freshwater abstraction,Total,Cubic metres,2009,29585.287,Normal value,Millions
FRA,France,Total freshwater abstraction,Total,Cubic metres,2008,29203.414,Normal value,Millions
FRA,France,Total freshwater abstraction,Total,Cubic metres,2007,31410.035,Normal value,Millions
FRA,France,Total freshwater abstraction,Total,Cubic metres,2006,32552.109,Normal value,Millions
FRA,France,Total freshwater abstraction,Total,Cubic metres,2005,33872.469,Normal value,Millions
FRA,France,Total freshwater abstraction,Total,Cubic metres,2004,33749.512,Normal value,Millions
FRA,France,Total freshwater abstraction,Total,Cubic metres,2003,35434.777,Normal value,Millions
FRA,France,Total freshwater abstraction,Total,Cubic metres,2002,32392.754,Normal value,Millions
FRA,France,Total freshwater abstraction,Total,Cubic metres,2001,33544.219,Normal value,Millions
FRA,France,Total freshwater abstraction,Total,Cubic metres,2000,32715.449,Normal value,Millions
FRA,France,Total freshwater abstraction,Total,Cubic metres,1994,40671.0,Normal value,Millions
FRA,France,Total freshwater abstraction,Total,Cubic metres,1993,39378.0,Normal value,Millions
FRA,France,Total freshwater abstraction,Total,Cubic metres,1992,39219.0,Normal value,Millions
FRA,France,Total freshwater abstraction,Total,Cubic metres,1991,39323.0,Normal value,Millions
DEU,Germany,Total freshwater abstraction,Total,Cubic metres,2001,38006.199,Normal value,Millions
DEU,Germany,Total freshwater abstraction,Total,Cubic metres,1998,40590.0,Normal value,Millions
DEU,Germany,Total freshwater abstraction,Total,Cubic metres,1995,43374.0,Normal value,Millions
DEU,Germany,Irrigable area,Not applicable,Hectares,1996,485000.0,Normal value,Units
DEU,Germany,Irrigable area,Not applicable,Hectares,1995,485000.0,Normal value,Units
DEU,Germany,Irrigable area,Not applicable,Hectares,1994,485000.0,Normal value,Units
DEU,Germany,Irrigable area,Not applicable,Hectares,1993,485000.0,Normal value,Units
DEU,Germany,Irrigable area,Not applicable,Hectares,1992,482000.0,Normal value,Units
DEU,Germany,Irrigable area,Not applicable,Hectares,1991,482000.0,Normal value,Units
DEU,Germany,Irrigable area,Not applicable,Hectares,1990,482000.0,Normal value,Units
DEU,Germany,Irrigation area,Not applicable,Hectares,2016,451754.0,Normal value,Units
DEU,Germany,Irrigable area,Not applicable,Hectares,2016,676408.0,Normal value,Units
DEU,Germany,Irrigable area,Not applicable,Hectares,2013,691260.0,Normal value,Units
DEU,Germany,Irrigation area,Not applicable,Hectares,2013,365590.0,Normal value,Units
DEU,Germany,Irrigation area,Not applicable,Hectares,2010,372750.0,Normal value,Units
DEU,Germany,Irrigable area,Not applicable,Hectares,2010,639030.0,Normal value,Units
DEU,Germany,Irrigable area,Not applicable,Hectares,2008,600000.0,Normal value,Units
DEU,Germany,Irrigable area,Not applicable,Hectares,2007,560000.0,Normal value,Units
DEU,Germany,Irrigable area,Not applicable,Hectares,2006,515700.0,Normal value,Units
DEU,Germany,Irrigable area,Not applicable,Hectares,2005,510000.0,Normal value,Units
DEU,Germany,Irrigable area,Not applicable,Hectares,2004,500000.0,Normal value,Units
DEU,Germany,Irrigable area,Not applicable,Hectares,2003,500000.0,Normal value,Units
DEU,Germany,Irrigable area,Not applicable,Hectares,2002,495000.0,Normal value,Units
DEU,Germany,Irrigable area,Not applicable,Hectares,2001,492000.0,Normal value,Units
DEU,Germany,Irrigable area,Not applicable,Hectares,2000,485000.0,Normal value,Units
DEU,Germany,Irrigable area,Not applicable,Hectares,1999,485000.0,Normal value,Units
DEU,Germany,Irrigable area,Not applicable,Hectares,1998,485000.0,Normal value,Units
DEU,Germany,Irrigable area,Not applicable,Hectares,1997,485000.0,Normal value,Units
DEU,Germany,Total freshwater abstraction,Total,Cubic metres,1991,46272.0,Normal value,Millions
DEU,Germany,Total freshwater abstraction,Surface water,Cubic metres,2019,14644.39,Normal value,Millions
DEU,Germany,Total freshwater abstraction,Surface water,Cubic metres,2016,18402.18,Normal value,Millions
DEU,Germany,Total freshwater abstraction,Surface water,Cubic metres,2013,19411.13,Normal value,Millions
DEU,Germany,Total freshwater abstraction,Surface water,Cubic metres,2010,27195.0,Normal value,Millions
DEU,Germany,Total freshwater abstraction,Surface water,Cubic metres,2007,26476.4,Normal value,Millions
DEU,Germany,Total freshwater abstraction,Surface water,Cubic metres,2004,29524.1,Normal value,Millions
DEU,Germany,Total freshwater abstraction,Surface water,Cubic metres,2001,31802.4,Normal value,Millions
DEU,Germany,Total freshwater abstraction,Surface water,Cubic metres,1998,33880.0,Normal value,Millions
DEU,Germany,Total freshwater abstraction,Surface water,Cubic metres,1995,35751.0,Normal value,Millions
DEU,Germany,Total freshwater abstraction,Surface water,Cubic metres,1991,39180.0,Normal value,Millions
DEU,Germany,Total freshwater abstraction,Ground water,Cubic metres,2019,6072.131,Normal value,Millions
DEU,Germany,Total freshwater abstraction,Ground water,Cubic metres,2016,5962.904,Normal value,Millions
DEU,Germany,Total freshwater abstraction,Ground water,Cubic metres,2013,5915.714,Normal value,Millions
DEU,Germany,Total freshwater abstraction,Ground water,Cubic metres,2010,5841.0,Normal value,Millions
DEU,Germany,Total freshwater abstraction,Ground water,Cubic metres,2007,5824.7,Normal value,Millions
DEU,Germany,Total freshwater abstraction,Ground water,Cubic metres,2004,6032.9,Normal value,Millions
DEU,Germany,Total freshwater abstraction,Ground water,Cubic metres,2001,6203.8,Normal value,Millions
DEU,Germany,Total freshwater abstraction,Ground water,Cubic metres,1998,6710.0,Normal value,Millions
DEU,Germany,Total freshwater abstraction,Ground water,Cubic metres,1995,7623.0,Normal value,Millions
DEU,Germany,Total freshwater abstraction,Ground water,Cubic metres,1991,7092.0,Normal value,Millions
DEU,Germany,Agriculture freshwater abstraction,Total,Cubic metres,2019,445.122,Normal value,Millions
DEU,Germany,Agriculture freshwater abstraction,Total,Cubic metres,2016,299.686,Normal value,Millions
DEU,Germany,Agriculture freshwater abstraction,Total,Cubic metres,2013,288.05,Normal value,Millions
DEU,Germany,Agriculture freshwater abstraction,Total,Cubic metres,2010,210.9,Normal value,Millions
DEU,Germany,Agriculture freshwater abstraction,Total,Cubic metres,2007,131.7,Normal value,Millions
DEU,Germany,Agriculture freshwater abstraction,Surface water,Cubic metres,2019,122.789,Normal value,Millions
DEU,Germany,Agriculture freshwater abstraction,Surface water,Cubic metres,2016,71.188,Normal value,Millions
DEU,Germany,Agriculture freshwater abstraction,Surface water,Cubic metres,2013,42.494,Normal value,Millions
DEU,Germany,Agriculture freshwater abstraction,Surface water,Cubic metres,2010,54.1,Normal value,Millions
DEU,Germany,Agriculture freshwater abstraction,Surface water,Cubic metres,2007,46.9,Normal value,Millions
DEU,Germany,Agriculture freshwater abstraction,Ground water,Cubic metres,2019,322.333,Normal value,Millions
DEU,Germany,Agriculture freshwater abstraction,Ground water,Cubic metres,2016,228.498,Normal value,Millions
DEU,Germany,Agriculture freshwater abstraction,Ground water,Cubic metres,2013,245.556,Normal value,Millions
DEU,Germany,Agriculture freshwater abstraction,Ground water,Cubic metres,2010,156.8,Normal value,Millions
DEU,Germany,Agriculture freshwater abstraction,Ground water,Cubic metres,2007,84.8,Normal value,Millions
DEU,Germany,Irrigable area,Not applicable,Hectares,2020,768317.0,Normal value,Units
DEU,Germany,Irrigation area,Not applicable,Hectares,2020,506482.0,Normal value,Units
DEU,Germany,Total freshwater abstraction,Surface water,Cubic metres,2017,18362.0,Estimated value,Millions
DEU,Germany,Total freshwater abstraction,Surface water,Cubic metres,2015,19996.0,Estimated value,Millions
DEU,Germany,Total freshwater abstraction,Surface water,Cubic metres,2014,20813.0,Estimated value,Millions
DEU,Germany,Total freshwater abstraction,Surface water,Cubic metres,2012,22448.0,Estimated value,Millions
DEU,Germany,Total freshwater abstraction,Total,Cubic metres,2019,20716.521,Normal value,Millions
DEU,Germany,Total freshwater abstraction,Total,Cubic metres,2016,24365.084,Normal value,Millions
DEU,Germany,Total freshwater abstraction,Total,Cubic metres,2013,25326.844,Normal value,Millions
DEU,Germany,Total freshwater abstraction,Total,Cubic metres,2010,33036.0,Normal value,Millions
DEU,Germany,Total freshwater abstraction,Total,Cubic metres,2007,32301.1,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Surface water,Cubic metres,2019,3886.865,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Surface water,Cubic metres,2018,3897.594,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Surface water,Cubic metres,2017,3900.634,Normal value,Millions
GRC,Greece,Irrigable area,Not applicable,Hectares,1997,1276740.0,Normal value,Units
GRC,Greece,Irrigation area,Not applicable,Hectares,1995,1142180.0,Normal value,Units
GRC,Greece,Irrigable area,Not applicable,Hectares,1995,1235300.0,Normal value,Units
GRC,Greece,Irrigable area,Not applicable,Hectares,1993,1233380.0,Normal value,Units
GRC,Greece,Irrigation area,Not applicable,Hectares,1993,1063620.0,Normal value,Units
GRC,Greece,Irrigation area,Not applicable,Hectares,1990,932980.0,Normal value,Units
GRC,Greece,Irrigable area,Not applicable,Hectares,1990,1130570.0,Normal value,Units
GRC,Greece,Irrigable area,Not applicable,Hectares,2020,1198303.0,Normal value,Units
GRC,Greece,Irrigation area,Not applicable,Hectares,2020,950494.0,Normal value,Units
GRC,Greece,Irrigable area,Not applicable,Hectares,2016,1352290.0,Normal value,Units
GRC,Greece,Irrigation area,Not applicable,Hectares,2016,1074920.0,Normal value,Units
GRC,Greece,Irrigation area,Not applicable,Hectares,2013,1164620.0,Normal value,Units
GRC,Greece,Irrigable area,Not applicable,Hectares,2013,1516930.0,Normal value,Units
GRC,Greece,Irrigable area,Not applicable,Hectares,2010,1297260.0,Normal value,Units
GRC,Greece,Irrigation area,Not applicable,Hectares,2010,1025210.0,Normal value,Units
GRC,Greece,Irrigable area,Not applicable,Hectares,2009,1310600.0,Normal value,Units
GRC,Greece,Irrigation area,Not applicable,Hectares,2007,1279520.0,Normal value,Units
GRC,Greece,Irrigable area,Not applicable,Hectares,2007,1555310.0,Normal value,Units
GRC,Greece,Irrigation area,Not applicable,Hectares,2005,1312650.0,Normal value,Units
GRC,Greece,Irrigable area,Not applicable,Hectares,2005,1593780.0,Normal value,Units
GRC,Greece,Irrigation area,Not applicable,Hectares,2003,1294400.0,Normal value,Units
GRC,Greece,Irrigable area,Not applicable,Hectares,2003,1521600.0,Normal value,Units
GRC,Greece,Irrigable area,Not applicable,Hectares,2000,1321300.0,Normal value,Units
GRC,Greece,Irrigation area,Not applicable,Hectares,2000,1161030.0,Normal value,Units
GRC,Greece,Irrigation area,Not applicable,Hectares,1997,1162620.0,Normal value,Units
GRC,Greece,Agriculture freshwater abstraction,Surface water,Cubic metres,2011,3615.4,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Surface water,Cubic metres,2007,5074.8,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Surface water,Cubic metres,2006,5073.2,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Surface water,Cubic metres,2005,5219.7,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Surface water,Cubic metres,2004,5172.4,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Surface water,Cubic metres,2003,5119.3,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Surface water,Cubic metres,2002,5472.9,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Surface water,Cubic metres,2001,5794.7,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Surface water,Cubic metres,2000,5876.6,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Surface water,Cubic metres,1995,4500.0,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Surface water,Cubic metres,1993,4500.0,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Surface water,Cubic metres,1992,4900.0,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Surface water,Cubic metres,1991,5000.0,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Surface water,Cubic metres,1990,5700.0,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Ground water,Cubic metres,2021,5305.454,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Ground water,Cubic metres,2020,5305.454,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Ground water,Cubic metres,2019,5305.454,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Ground water,Cubic metres,2018,5305.454,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Ground water,Cubic metres,2017,5305.454,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Ground water,Cubic metres,2016,5305.454,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Ground water,Cubic metres,2015,4667.14,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Ground water,Cubic metres,2014,4667.14,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Ground water,Cubic metres,2013,4667.14,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Ground water,Cubic metres,2012,4667.14,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Ground water,Cubic metres,2011,4667.14,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Ground water,Cubic metres,2007,3383.2,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Ground water,Cubic metres,2006,3382.1,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Ground water,Cubic metres,2005,3479.8,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Ground water,Cubic metres,2004,3448.2,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Ground water,Cubic metres,2003,3412.8,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Ground water,Cubic metres,2002,2946.9,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Ground water,Cubic metres,2001,3146.2,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Ground water,Cubic metres,2000,3190.6,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Ground water,Cubic metres,1995,3100.0,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Ground water,Cubic metres,1993,3100.0,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Ground water,Cubic metres,1992,3000.0,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Ground water,Cubic metres,1991,2600.0,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Ground water,Cubic metres,1990,2000.0,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Surface water,Cubic metres,2016,3903.674,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Surface water,Cubic metres,2015,4403.07,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Surface water,Cubic metres,2014,4401.22,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Surface water,Cubic metres,2013,4414.83,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Surface water,Cubic metres,2012,4414.76,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Surface water,Cubic metres,2011,4409.54,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Surface water,Cubic metres,2007,5820.5,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Surface water,Cubic metres,2006,5768.0,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Surface water,Cubic metres,2005,5882.3,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Surface water,Cubic metres,2004,5842.8,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Surface water,Cubic metres,2003,5734.6,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Surface water,Cubic metres,2002,6071.7,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Surface water,Cubic metres,2001,6383.7,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Surface water,Cubic metres,2000,6471.0,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Surface water,Cubic metres,1996,4602.5,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Surface water,Cubic metres,1995,4631.9,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Surface water,Cubic metres,1993,4620.2,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Surface water,Cubic metres,1992,5023.9,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Surface water,Cubic metres,1991,5121.0,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Surface water,Cubic metres,1990,5839.8,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Ground water,Cubic metres,2021,6223.71,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Ground water,Cubic metres,2020,6223.378,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Ground water,Cubic metres,2019,6228.348,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Ground water,Cubic metres,2018,6225.189,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Ground water,Cubic metres,2017,6233.249,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Ground water,Cubic metres,2016,6231.94,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Ground water,Cubic metres,2015,5609.62,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Ground water,Cubic metres,2014,5608.21,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Ground water,Cubic metres,2013,5613.12,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Ground water,Cubic metres,2012,5614.8,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Ground water,Cubic metres,2011,5618.51,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Ground water,Cubic metres,2007,3651.1,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Ground water,Cubic metres,2006,3679.3,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Ground water,Cubic metres,2005,3771.6,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Ground water,Cubic metres,2004,3733.6,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Ground water,Cubic metres,2003,3721.3,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Ground water,Cubic metres,2002,3187.8,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Ground water,Cubic metres,2001,3390.0,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Ground water,Cubic metres,2000,3453.4,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Ground water,Cubic metres,1996,3118.8,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Ground water,Cubic metres,1995,3155.6,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Ground water,Cubic metres,1993,3114.6,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Ground water,Cubic metres,1992,3013.5,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Ground water,Cubic metres,1991,2612.6,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Ground water,Cubic metres,1990,2022.5,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Total,Cubic metres,2021,8107.093,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Total,Cubic metres,2020,8107.093,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Total,Cubic metres,2019,8107.093,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Total,Cubic metres,2018,8107.093,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Total,Cubic metres,2017,8107.093,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Total,Cubic metres,2016,8107.093,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Total,Cubic metres,2015,8282.54,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Total,Cubic metres,2014,8282.54,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Total,Cubic metres,2013,8282.54,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Total,Cubic metres,2012,8282.54,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Total,Cubic metres,2011,8282.54,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Total,Cubic metres,2007,8458.0,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Total,Cubic metres,2006,8455.3,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Total,Cubic metres,2005,8699.5,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Total,Cubic metres,2004,8620.6,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Total,Cubic metres,2003,8532.1,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Total,Cubic metres,2002,8419.8,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Total,Cubic metres,2001,8940.9,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Total,Cubic metres,2000,9067.2,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Total,Cubic metres,1995,7600.0,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Total,Cubic metres,1993,7600.0,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Total,Cubic metres,1992,7900.0,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Total,Cubic metres,1991,7600.0,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Total,Cubic metres,1990,7700.0,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Surface water,Cubic metres,2021,2801.639,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Surface water,Cubic metres,2020,2801.639,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Surface water,Cubic metres,2019,2801.639,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Surface water,Cubic metres,2018,2801.639,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Surface water,Cubic metres,2017,2801.639,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Surface water,Cubic metres,2016,2801.639,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Surface water,Cubic metres,2015,3615.4,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Surface water,Cubic metres,2014,3615.4,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Surface water,Cubic metres,2013,3615.4,Normal value,Millions
GRC,Greece,Agriculture freshwater abstraction,Surface water,Cubic metres,2012,3615.4,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Total,Cubic metres,2016,10135.614,Time series break,Millions
GRC,Greece,Agriculture freshwater abstraction,Ground water,Cubic metres,2010,4214.0,Estimated value,Millions
GRC,Greece,Agriculture freshwater abstraction,Total,Cubic metres,2010,8403.0,Estimated value,Millions
GRC,Greece,Total freshwater abstraction,Ground water,Cubic metres,2010,4848.0,Estimated value,Millions
GRC,Greece,Agriculture freshwater abstraction,Surface water,Cubic metres,2010,4189.0,Estimated value,Millions
GRC,Greece,Total freshwater abstraction,Total,Cubic metres,2010,9844.0,Estimated value,Millions
GRC,Greece,Total freshwater abstraction,Surface water,Cubic metres,2010,4996.0,Estimated value,Millions
GRC,Greece,Total freshwater abstraction,Surface water,Cubic metres,2009,5139.0,Estimated value,Millions
GRC,Greece,Total freshwater abstraction,Total,Cubic metres,2009,9810.0,Estimated value,Millions
GRC,Greece,Agriculture freshwater abstraction,Surface water,Cubic metres,2009,4358.0,Estimated value,Millions
GRC,Greece,Total freshwater abstraction,Ground water,Cubic metres,2009,4671.0,Estimated value,Millions
GRC,Greece,Agriculture freshwater abstraction,Total,Cubic metres,2009,8442.0,Estimated value,Millions
GRC,Greece,Agriculture freshwater abstraction,Ground water,Cubic metres,2009,4084.0,Estimated value,Millions
GRC,Greece,Agriculture freshwater abstraction,Ground water,Cubic metres,2008,3953.0,Estimated value,Millions
GRC,Greece,Agriculture freshwater abstraction,Total,Cubic metres,2008,8480.0,Estimated value,Millions
GRC,Greece,Total freshwater abstraction,Ground water,Cubic metres,2008,4495.0,Estimated value,Millions
GRC,Greece,Agriculture freshwater abstraction,Surface water,Cubic metres,2008,4527.0,Estimated value,Millions
GRC,Greece,Total freshwater abstraction,Total,Cubic metres,2008,9776.0,Estimated value,Millions
GRC,Greece,Total freshwater abstraction,Surface water,Cubic metres,2008,5281.0,Estimated value,Millions
GRC,Greece,Total freshwater abstraction,Total,Cubic metres,2021,10087.306,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Total,Cubic metres,2020,10122.073,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Total,Cubic metres,2019,10115.213,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Total,Cubic metres,2018,10122.783,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Total,Cubic metres,2017,10133.883,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Total,Cubic metres,2015,10012.69,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Total,Cubic metres,2014,10009.43,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Total,Cubic metres,2013,10027.95,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Total,Cubic metres,2012,10029.56,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Total,Cubic metres,2011,10028.05,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Total,Cubic metres,2007,9471.6,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Total,Cubic metres,2006,9447.3,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Total,Cubic metres,2005,9653.9,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Total,Cubic metres,2004,9576.4,Normal value,Millions
GRC,Greece,Total freshwater abstraction,Total,Cubic metres,2003,9455.9,Normal value,Millions
